""

"Save Time: 21/06/2015 10:23:06"
"User Name:omcuser"


" "

"Total 202 Records"

"Resource Name","Collection Time","Granularity ","Inbound Rate(bit/s)","Outbound Rate(bit/s)","Inbound Bandwidth Utilization(%)","Outbound Bandwidth Utilization(%)"
CR07_BSS_NE40E_X8_B/Eth-Trunk5,21/06/2015 09:40:00 UTC+06:00,5 Min,417.0M,104.0M,10.42,2.61,417.0M,2.61,0,0,4.0G,100.00
CR07_BSS_NE40E_X8_B/Eth-Trunk5,21/06/2015 09:45:00 UTC+06:00,5 Min,428.0M,108.0M,10.71,2.69,428.0M,2.69,0,0,4.0G,100.00
CR07_BSS_NE40E_X8_B/Eth-Trunk5,21/06/2015 09:50:00 UTC+06:00,5 Min,438.0M,110.0M,10.95,2.76,438.0M,2.76,0,0,4.0G,100.00
CR07_BSS_NE40E_X8_B/Eth-Trunk5,21/06/2015 09:55:00 UTC+06:00,5 Min,446.0M,112.0M,11.15,2.80,446.0M,2.80,0,0,4.0G,100.00
CR07_BSS_NE40E_X8_B/Eth-Trunk5,21/06/2015 10:00:00 UTC+06:00,5 Min,454.0M,113.0M,11.36,2.81,454.0M,2.81,0,0,4.0G,100.00
CR07_BSS_NE40E_X8_B/Eth-Trunk5,21/06/2015 10:05:00 UTC+06:00,5 Min,464.0M,116.0M,11.60,2.89,464.0M,2.89,0,0,4.0G,100.00
CR07_BSS_NE40E_X8_B/Eth-Trunk5,21/06/2015 10:10:00 UTC+06:00,5 Min,475.0M,116.0M,11.88,2.90,475.0M,2.90,0,0,4.0G,100.00
CR07_BSS_NE40E_X8_B/Eth-Trunk5,21/06/2015 10:15:00 UTC+06:00,5 Min,484.0M,119.0M,12.10,2.98,484.0M,2.98,0,0,4.0G,100.00
CR07_BSS_NE40E_X8_B/Eth-Trunk5,21/06/2015 10:20:00 UTC+06:00,5 Min,497.0M,122.0M,12.41,3.04,497.0M,3.04,0,0,4.0G,100.00


" "

"Total 288 Records"

"Resource Name","Collection Time","Granularity ","Inbound Rate(bit/s)","Outbound Rate(bit/s)","Inbound Bandwidth Utilization(%)","Outbound Bandwidth Utilization(%)","Max Rate(bit/s)","Max Bandwidth Utilization(%)","Inbound Discarded Packet(packet)","Outbound Discarded Packet(packet)","Bandwidth(bit/s)","Interface Availability(%)"
CR07-C-CE-RT-1-B/Vlanif3051,20/06/2015 10:25:00 UTC+06:00,5 Min,492.0M,489.0M,49.16,48.87,492.0M,48.87,0,0,1.0G,100.00
CR07-C-CE-RT-1-B/Vlanif3051,20/06/2015 10:30:00 UTC+06:00,5 Min,517.0M,514.0M,51.72,51.43,517.0M,51.43,0,0,1.0G,100.00
CR07-C-CE-RT-1-B/Vlanif3051,20/06/2015 10:35:00 UTC+06:00,5 Min,528.0M,525.0M,52.76,52.45,528.0M,52.45,0,0,1.0G,100.00
CR07-C-CE-RT-1-B/Vlanif3051,20/06/2015 10:40:00 UTC+06:00,5 Min,529.0M,526.0M,52.93,52.61,529.0M,52.61,0,0,1.0G,100.00
CR07-C-CE-RT-1-B/Vlanif3051,20/06/2015 10:45:00 UTC+06:00,5 Min,536.0M,533.0M,53.62,53.31,536.0M,53.31,0,0,1.0G,100.00
CR07-C-CE-RT-1-B/Vlanif3051,20/06/2015 10:50:00 UTC+06:00,5 Min,556.0M,553.0M,55.64,55.31,556.0M,55.31,0,0,1.0G,100.00
CR07-C-CE-RT-1-B/Vlanif3051,20/06/2015 10:55:00 UTC+06:00,5 Min,556.0M,553.0M,55.64,55.29,556.0M,55.29,0,0,1.0G,100.00
CR07-C-CE-RT-1-B/Vlanif3051,20/06/2015 11:00:00 UTC+06:00,5 Min,573.0M,569.0M,57.26,56.93,573.0M,56.93,0,0,1.0G,100.00
CR07-C-CE-RT-1-B/Vlanif3051,20/06/2015 11:05:00 UTC+06:00,5 Min,583.0M,579.0M,58.26,57.92,583.0M,57.92,0,0,1.0G,100.00
CR07-C-CE-RT-1-B/Vlanif3051,20/06/2015 11:10:00 UTC+06:00,5 Min,591.0M,588.0M,59.14,58.80,591.0M,58.80,0,0,1.0G,100.00
CR07-C-CE-RT-1-B/Vlanif3051,20/06/2015 11:15:00 UTC+06:00,5 Min,601.0M,597.0M,60.06,59.72,601.0M,59.72,0,0,1.0G,100.00
CR07-C-CE-RT-1-B/Vlanif3051,20/06/2015 11:20:00 UTC+06:00,5 Min,622.0M,618.0M,62.20,61.84,622.0M,61.84,0,0,1.0G,100.00
CR07-C-CE-RT-1-B/Vlanif3051,20/06/2015 11:25:00 UTC+06:00,5 Min,617.0M,613.0M,61.68,61.31,617.0M,61.31,0,0,1.0G,100.00
CR07-C-CE-RT-1-B/Vlanif3051,20/06/2015 11:30:00 UTC+06:00,5 Min,637.0M,633.0M,63.69,63.32,637.0M,63.32,0,0,1.0G,100.00
CR07-C-CE-RT-1-B/Vlanif3051,20/06/2015 11:35:00 UTC+06:00,5 Min,634.0M,630.0M,63.40,63.02,634.0M,63.02,0,0,1.0G,100.00
CR07-C-CE-RT-1-B/Vlanif3051,20/06/2015 11:40:00 UTC+06:00,5 Min,647.0M,644.0M,64.74,64.36,647.0M,64.36,0,0,1.0G,100.00
CR07-C-CE-RT-1-B/Vlanif3051,20/06/2015 11:45:00 UTC+06:00,5 Min,646.0M,642.0M,64.58,64.19,646.0M,64.19,0,0,1.0G,100.00
CR07-C-CE-RT-1-B/Vlanif3051,20/06/2015 11:50:00 UTC+06:00,5 Min,648.0M,644.0M,64.80,64.40,648.0M,64.40,0,0,1.0G,100.00
CR07-C-CE-RT-1-B/Vlanif3051,20/06/2015 11:55:00 UTC+06:00,5 Min,625.0M,621.0M,62.52,62.11,625.0M,62.11,0,0,1.0G,100.00
CR07-C-CE-RT-1-B/Vlanif3051,20/06/2015 12:00:00 UTC+06:00,5 Min,628.0M,624.0M,62.83,62.42,628.0M,62.42,0,0,1.0G,100.00
CR07-C-CE-RT-1-B/Vlanif3051,20/06/2015 12:05:00 UTC+06:00,5 Min,641.0M,637.0M,64.07,63.66,641.0M,63.66,0,0,1.0G,100.00
CR07-C-CE-RT-1-B/Vlanif3051,20/06/2015 12:10:00 UTC+06:00,5 Min,644.0M,640.0M,64.45,64.03,644.0M,64.03,0,0,1.0G,100.00
CR07-C-CE-RT-1-B/Vlanif3051,20/06/2015 12:15:00 UTC+06:00,5 Min,652.0M,648.0M,65.20,64.78,652.0M,64.78,0,0,1.0G,100.00
CR07-C-CE-RT-1-B/Vlanif3051,20/06/2015 12:20:00 UTC+06:00,5 Min,647.0M,643.0M,64.70,64.27,647.0M,64.27,0,0,1.0G,100.00
CR07-C-CE-RT-1-B/Vlanif3051,20/06/2015 12:25:00 UTC+06:00,5 Min,649.0M,645.0M,64.92,64.49,649.0M,64.49,0,0,1.0G,100.00
CR07-C-CE-RT-1-B/Vlanif3051,20/06/2015 12:30:00 UTC+06:00,5 Min,664.0M,659.0M,66.37,65.94,664.0M,65.94,0,0,1.0G,100.00
CR07-C-CE-RT-1-B/Vlanif3051,20/06/2015 12:35:00 UTC+06:00,5 Min,664.0M,660.0M,66.40,65.98,664.0M,65.98,0,0,1.0G,100.00
CR07-C-CE-RT-1-B/Vlanif3051,20/06/2015 12:40:00 UTC+06:00,5 Min,677.0M,673.0M,67.67,67.25,677.0M,67.25,0,0,1.0G,100.00
CR07-C-CE-RT-1-B/Vlanif3051,20/06/2015 12:45:00 UTC+06:00,5 Min,686.0M,681.0M,68.55,68.14,686.0M,68.14,0,0,1.0G,100.00
CR07-C-CE-RT-1-B/Vlanif3051,20/06/2015 12:50:00 UTC+06:00,5 Min,665.0M,660.0M,66.45,66.04,665.0M,66.04,0,0,1.0G,100.00
CR07-C-CE-RT-1-B/Vlanif3051,20/06/2015 12:55:00 UTC+06:00,5 Min,640.0M,636.0M,64.02,63.61,640.0M,63.61,0,0,1.0G,100.00
CR07-C-CE-RT-1-B/Vlanif3051,20/06/2015 13:00:00 UTC+06:00,5 Min,624.0M,620.0M,62.36,61.96,624.0M,61.96,0,0,1.0G,100.00
CR07-C-CE-RT-1-B/Vlanif3051,20/06/2015 13:05:00 UTC+06:00,5 Min,617.0M,613.0M,61.71,61.32,617.0M,61.32,0,0,1.0G,100.00
CR07-C-CE-RT-1-B/Vlanif3051,20/06/2015 13:10:00 UTC+06:00,5 Min,587.0M,583.0M,58.66,58.29,587.0M,58.29,0,0,1.0G,100.00
CR07-C-CE-RT-1-B/Vlanif3051,20/06/2015 13:15:00 UTC+06:00,5 Min,571.0M,567.0M,57.07,56.70,571.0M,56.70,0,0,1.0G,100.00
CR07-C-CE-RT-1-B/Vlanif3051,20/06/2015 13:20:00 UTC+06:00,5 Min,551.0M,547.0M,55.06,54.71,551.0M,54.71,0,0,1.0G,100.00
CR07-C-CE-RT-1-B/Vlanif3051,20/06/2015 13:25:00 UTC+06:00,5 Min,542.0M,538.0M,54.16,53.82,542.0M,53.82,0,0,1.0G,100.00
CR07-C-CE-RT-1-B/Vlanif3051,20/06/2015 13:30:00 UTC+06:00,5 Min,525.0M,522.0M,52.50,52.16,525.0M,52.16,0,0,1.0G,100.00
CR07-C-CE-RT-1-B/Vlanif3051,20/06/2015 13:35:00 UTC+06:00,5 Min,550.0M,547.0M,55.03,54.68,550.0M,54.68,0,0,1.0G,100.00
CR07-C-CE-RT-1-B/Vlanif3051,20/06/2015 13:40:00 UTC+06:00,5 Min,585.0M,581.0M,58.50,58.13,585.0M,58.13,0,0,1.0G,100.00
CR07-C-CE-RT-1-B/Vlanif3051,20/06/2015 13:45:00 UTC+06:00,5 Min,589.0M,585.0M,58.86,58.48,589.0M,58.48,0,0,1.0G,100.00
CR07-C-CE-RT-1-B/Vlanif3051,20/06/2015 13:50:00 UTC+06:00,5 Min,612.0M,608.0M,61.25,60.85,612.0M,60.85,0,0,1.0G,100.00
CR07-C-CE-RT-1-B/Vlanif3051,20/06/2015 13:55:00 UTC+06:00,5 Min,618.0M,614.0M,61.77,61.36,618.0M,61.36,0,0,1.0G,100.00
CR07-C-CE-RT-1-B/Vlanif3051,20/06/2015 14:00:00 UTC+06:00,5 Min,637.0M,633.0M,63.73,63.32,637.0M,63.32,0,0,1.0G,100.00
CR07-C-CE-RT-1-B/Vlanif3051,20/06/2015 14:05:00 UTC+06:00,5 Min,658.0M,654.0M,65.82,65.40,658.0M,65.40,0,0,1.0G,100.00
CR07-C-CE-RT-1-B/Vlanif3051,20/06/2015 14:10:00 UTC+06:00,5 Min,644.0M,640.0M,64.44,64.02,644.0M,64.02,0,0,1.0G,100.00
CR07-C-CE-RT-1-B/Vlanif3051,20/06/2015 14:15:00 UTC+06:00,5 Min,649.0M,645.0M,64.90,64.47,649.0M,64.47,0,0,1.0G,100.00
CR07-C-CE-RT-1-B/Vlanif3051,20/06/2015 14:20:00 UTC+06:00,5 Min,667.0M,662.0M,66.66,66.24,667.0M,66.24,0,0,1.0G,100.00
CR07-C-CE-RT-1-B/Vlanif3051,20/06/2015 14:25:00 UTC+06:00,5 Min,651.0M,647.0M,65.08,64.65,651.0M,64.65,0,0,1.0G,100.00
CR07-C-CE-RT-1-B/Vlanif3051,20/06/2015 14:30:00 UTC+06:00,5 Min,652.0M,648.0M,65.21,64.78,652.0M,64.78,0,0,1.0G,100.00
CR07-C-CE-RT-1-B/Vlanif3051,20/06/2015 14:35:00 UTC+06:00,5 Min,679.0M,675.0M,67.90,67.46,679.0M,67.46,0,0,1.0G,100.00
CR07-C-CE-RT-1-B/Vlanif3051,20/06/2015 14:40:00 UTC+06:00,5 Min,668.0M,663.0M,66.76,66.33,668.0M,66.33,0,0,1.0G,100.00
CR07-C-CE-RT-1-B/Vlanif3051,20/06/2015 14:45:00 UTC+06:00,5 Min,683.0M,679.0M,68.32,67.90,683.0M,67.90,0,0,1.0G,100.00
CR07-C-CE-RT-1-B/Vlanif3051,20/06/2015 14:50:00 UTC+06:00,5 Min,676.0M,672.0M,67.63,67.20,676.0M,67.20,0,0,1.0G,100.00
CR07-C-CE-RT-1-B/Vlanif3051,20/06/2015 14:55:00 UTC+06:00,5 Min,667.0M,662.0M,66.65,66.22,667.0M,66.22,0,0,1.0G,100.00
CR07-C-CE-RT-1-B/Vlanif3051,20/06/2015 15:00:00 UTC+06:00,5 Min,665.0M,661.0M,66.50,66.06,665.0M,66.06,0,0,1.0G,100.00
CR07-C-CE-RT-1-B/Vlanif3051,20/06/2015 15:05:00 UTC+06:00,5 Min,679.0M,674.0M,67.85,67.39,679.0M,67.39,0,0,1.0G,100.00
CR07-C-CE-RT-1-B/Vlanif3051,20/06/2015 15:10:00 UTC+06:00,5 Min,681.0M,676.0M,68.08,67.63,681.0M,67.63,0,0,1.0G,100.00
CR07-C-CE-RT-1-B/Vlanif3051,20/06/2015 15:15:00 UTC+06:00,5 Min,672.0M,667.0M,67.18,66.74,672.0M,66.74,0,0,1.0G,100.00
CR07-C-CE-RT-1-B/Vlanif3051,20/06/2015 15:20:00 UTC+06:00,5 Min,685.0M,680.0M,68.49,68.04,685.0M,68.04,0,0,1.0G,100.00
CR07-C-CE-RT-1-B/Vlanif3051,20/06/2015 15:25:00 UTC+06:00,5 Min,676.0M,672.0M,67.63,67.17,676.0M,67.17,0,0,1.0G,100.00
CR07-C-CE-RT-1-B/Vlanif3051,20/06/2015 15:30:00 UTC+06:00,5 Min,666.0M,661.0M,66.59,66.14,666.0M,66.14,0,0,1.0G,100.00
CR07-C-CE-RT-1-B/Vlanif3051,20/06/2015 15:35:00 UTC+06:00,5 Min,675.0M,670.0M,67.46,67.01,675.0M,67.01,0,0,1.0G,100.00
CR07-C-CE-RT-1-B/Vlanif3051,20/06/2015 15:40:00 UTC+06:00,5 Min,694.0M,690.0M,69.42,68.97,694.0M,68.97,0,0,1.0G,100.00
CR07-C-CE-RT-1-B/Vlanif3051,20/06/2015 15:45:00 UTC+06:00,5 Min,688.0M,683.0M,68.77,68.33,688.0M,68.33,0,0,1.0G,100.00
CR07-C-CE-RT-1-B/Vlanif3051,20/06/2015 15:50:00 UTC+06:00,5 Min,697.0M,693.0M,69.70,69.26,697.0M,69.26,0,0,1.0G,100.00
CR07-C-CE-RT-1-B/Vlanif3051,20/06/2015 15:55:00 UTC+06:00,5 Min,689.0M,684.0M,68.88,68.44,689.0M,68.44,0,0,1.0G,100.00
CR07-C-CE-RT-1-B/Vlanif3051,20/06/2015 16:00:00 UTC+06:00,5 Min,680.0M,676.0M,68.00,67.56,680.0M,67.56,0,0,1.0G,100.00
CR07-C-CE-RT-1-B/Vlanif3051,20/06/2015 16:05:00 UTC+06:00,5 Min,676.0M,671.0M,67.57,67.14,676.0M,67.14,0,0,1.0G,100.00
CR07-C-CE-RT-1-B/Vlanif3051,20/06/2015 16:10:00 UTC+06:00,5 Min,675.0M,670.0M,67.46,67.04,675.0M,67.04,0,0,1.0G,100.00
CR07-C-CE-RT-1-B/Vlanif3051,20/06/2015 16:15:00 UTC+06:00,5 Min,668.0M,664.0M,66.84,66.42,668.0M,66.42,0,0,1.0G,100.00
CR07-C-CE-RT-1-B/Vlanif3051,20/06/2015 16:20:00 UTC+06:00,5 Min,666.0M,662.0M,66.58,66.15,666.0M,66.15,0,0,1.0G,100.00
CR07-C-CE-RT-1-B/Vlanif3051,20/06/2015 16:25:00 UTC+06:00,5 Min,655.0M,651.0M,65.52,65.09,655.0M,65.09,0,0,1.0G,100.00
CR07-C-CE-RT-1-B/Vlanif3051,20/06/2015 16:30:00 UTC+06:00,5 Min,651.0M,646.0M,65.05,64.62,651.0M,64.62,0,0,1.0G,100.00
CR07-C-CE-RT-1-B/Vlanif3051,20/06/2015 16:35:00 UTC+06:00,5 Min,665.0M,660.0M,66.48,66.05,665.0M,66.05,0,0,1.0G,100.00
CR07-C-CE-RT-1-B/Vlanif3051,20/06/2015 16:40:00 UTC+06:00,5 Min,653.0M,649.0M,65.34,64.93,653.0M,64.93,0,0,1.0G,100.00
CR07-C-CE-RT-1-B/Vlanif3051,20/06/2015 16:45:00 UTC+06:00,5 Min,661.0M,657.0M,66.14,65.71,661.0M,65.71,0,0,1.0G,100.00
CR07-C-CE-RT-1-B/Vlanif3051,20/06/2015 16:50:00 UTC+06:00,5 Min,659.0M,654.0M,65.86,65.44,659.0M,65.44,0,0,1.0G,100.00
CR07-C-CE-RT-1-B/Vlanif3051,20/06/2015 16:55:00 UTC+06:00,5 Min,648.0M,644.0M,64.83,64.41,648.0M,64.41,0,0,1.0G,100.00
CR07-C-CE-RT-1-B/Vlanif3051,20/06/2015 17:00:00 UTC+06:00,5 Min,631.0M,627.0M,63.07,62.67,631.0M,62.67,0,0,1.0G,100.00
CR07-C-CE-RT-1-B/Vlanif3051,20/06/2015 17:05:00 UTC+06:00,5 Min,592.0M,588.0M,59.23,58.85,592.0M,58.85,0,0,1.0G,100.00
CR07-C-CE-RT-1-B/Vlanif3051,20/06/2015 17:10:00 UTC+06:00,5 Min,562.0M,559.0M,56.24,55.89,562.0M,55.89,0,0,1.0G,100.00
CR07-C-CE-RT-1-B/Vlanif3051,20/06/2015 17:15:00 UTC+06:00,5 Min,528.0M,524.0M,52.76,52.44,528.0M,52.44,0,0,1.0G,100.00
CR07-C-CE-RT-1-B/Vlanif3051,20/06/2015 17:20:00 UTC+06:00,5 Min,513.0M,510.0M,51.35,51.02,513.0M,51.02,0,0,1.0G,100.00
CR07-C-CE-RT-1-B/Vlanif3051,20/06/2015 17:25:00 UTC+06:00,5 Min,514.0M,510.0M,51.36,51.05,514.0M,51.05,0,0,1.0G,100.00
CR07-C-CE-RT-1-B/Vlanif3051,20/06/2015 17:30:00 UTC+06:00,5 Min,550.0M,547.0M,55.01,54.68,550.0M,54.68,0,0,1.0G,100.00
CR07-C-CE-RT-1-B/Vlanif3051,20/06/2015 17:35:00 UTC+06:00,5 Min,594.0M,590.0M,59.39,59.02,594.0M,59.02,0,0,1.0G,100.00
CR07-C-CE-RT-1-B/Vlanif3051,20/06/2015 17:40:00 UTC+06:00,5 Min,592.0M,588.0M,59.22,58.83,592.0M,58.83,0,0,1.0G,100.00
CR07-C-CE-RT-1-B/Vlanif3051,20/06/2015 17:45:00 UTC+06:00,5 Min,629.0M,625.0M,62.94,62.54,629.0M,62.54,0,0,1.0G,100.00
CR07-C-CE-RT-1-B/Vlanif3051,20/06/2015 17:50:00 UTC+06:00,5 Min,644.0M,640.0M,64.38,63.98,644.0M,63.98,0,0,1.0G,100.00
CR07-C-CE-RT-1-B/Vlanif3051,20/06/2015 17:55:00 UTC+06:00,5 Min,636.0M,632.0M,63.56,63.16,636.0M,63.16,0,0,1.0G,100.00
CR07-C-CE-RT-1-B/Vlanif3051,20/06/2015 18:00:00 UTC+06:00,5 Min,642.0M,638.0M,64.21,63.81,642.0M,63.81,0,0,1.0G,100.00
CR07-C-CE-RT-1-B/Vlanif3051,20/06/2015 18:05:00 UTC+06:00,5 Min,656.0M,653.0M,65.65,65.25,656.0M,65.25,0,0,1.0G,100.00
CR07-C-CE-RT-1-B/Vlanif3051,20/06/2015 18:10:00 UTC+06:00,5 Min,671.0M,667.0M,67.12,66.73,671.0M,66.73,0,0,1.0G,100.00
CR07-C-CE-RT-1-B/Vlanif3051,20/06/2015 18:15:00 UTC+06:00,5 Min,657.0M,653.0M,65.68,65.28,657.0M,65.28,0,0,1.0G,100.00
CR07-C-CE-RT-1-B/Vlanif3051,20/06/2015 18:20:00 UTC+06:00,5 Min,634.0M,630.0M,63.39,62.99,634.0M,62.99,0,0,1.0G,100.00
CR07-C-CE-RT-1-B/Vlanif3051,20/06/2015 18:25:00 UTC+06:00,5 Min,600.0M,596.0M,59.96,59.57,600.0M,59.57,0,0,1.0G,100.00
CR07-C-CE-RT-1-B/Vlanif3051,20/06/2015 18:30:00 UTC+06:00,5 Min,590.0M,586.0M,59.01,58.64,590.0M,58.64,0,0,1.0G,100.00
CR07-C-CE-RT-1-B/Vlanif3051,20/06/2015 18:35:00 UTC+06:00,5 Min,568.0M,565.0M,56.80,56.46,568.0M,56.46,0,0,1.0G,100.00
CR07-C-CE-RT-1-B/Vlanif3051,20/06/2015 18:40:00 UTC+06:00,5 Min,532.0M,529.0M,53.23,52.91,532.0M,52.91,0,0,1.0G,100.00
CR07-C-CE-RT-1-B/Vlanif3051,20/06/2015 18:45:00 UTC+06:00,5 Min,472.0M,469.0M,47.17,46.90,472.0M,46.90,0,0,1.0G,100.00
CR07-C-CE-RT-1-B/Vlanif3051,20/06/2015 18:50:00 UTC+06:00,5 Min,394.0M,392.0M,39.39,39.18,394.0M,39.18,0,0,1.0G,100.00
CR07-C-CE-RT-1-B/Vlanif3051,20/06/2015 18:55:00 UTC+06:00,5 Min,264.0M,263.0M,26.40,26.29,264.0M,26.29,0,0,1.0G,100.00
CR07-C-CE-RT-1-B/Vlanif3051,20/06/2015 19:00:00 UTC+06:00,5 Min,189.0M,188.0M,18.92,18.84,189.0M,18.84,0,0,1.0G,100.00
CR07-C-CE-RT-1-B/Vlanif3051,20/06/2015 19:05:00 UTC+06:00,5 Min,204.0M,203.0M,20.39,20.30,204.0M,20.30,0,0,1.0G,100.00
CR07-C-CE-RT-1-B/Vlanif3051,20/06/2015 19:10:00 UTC+06:00,5 Min,254.0M,253.0M,25.37,25.25,254.0M,25.25,0,0,1.0G,100.00
CR07-C-CE-RT-1-B/Vlanif3051,20/06/2015 19:15:00 UTC+06:00,5 Min,333.0M,331.0M,33.30,33.13,333.0M,33.13,0,0,1.0G,100.00
CR07-C-CE-RT-1-B/Vlanif3051,20/06/2015 19:20:00 UTC+06:00,5 Min,429.0M,427.0M,42.92,42.68,429.0M,42.68,0,0,1.0G,100.00
CR07-C-CE-RT-1-B/Vlanif3051,20/06/2015 19:25:00 UTC+06:00,5 Min,550.0M,546.0M,54.96,54.62,550.0M,54.62,0,0,1.0G,100.00
CR07-C-CE-RT-1-B/Vlanif3051,20/06/2015 19:30:00 UTC+06:00,5 Min,681.0M,676.0M,68.06,67.60,681.0M,67.60,0,0,1.0G,100.00
CR07-C-CE-RT-1-B/Vlanif3051,20/06/2015 19:35:00 UTC+06:00,5 Min,785.0M,779.0M,78.48,77.92,785.0M,77.92,0,0,1.0G,100.00
CR07-C-CE-RT-1-B/Vlanif3051,20/06/2015 19:40:00 UTC+06:00,5 Min,851.0M,845.0M,85.10,84.50,851.0M,84.50,0,0,1.0G,100.00
CR07-C-CE-RT-1-B/Vlanif3051,20/06/2015 19:45:00 UTC+06:00,5 Min,894.0M,888.0M,89.40,88.75,894.0M,88.75,0,0,1.0G,100.00
CR07-C-CE-RT-1-B/Vlanif3051,20/06/2015 19:50:00 UTC+06:00,5 Min,934.0M,927.0M,93.37,92.68,934.0M,92.68,0,0,1.0G,100.00
CR07-C-CE-RT-1-B/Vlanif3051,20/06/2015 19:55:00 UTC+06:00,5 Min,950.0M,943.0M,94.95,94.25,950.0M,94.25,0,0,1.0G,100.00
CR07-C-CE-RT-1-B/Vlanif3051,20/06/2015 20:00:00 UTC+06:00,5 Min,946.0M,939.0M,94.63,93.92,946.0M,93.92,0,0,1.0G,100.00
CR07-C-CE-RT-1-B/Vlanif3051,20/06/2015 20:05:00 UTC+06:00,5 Min,948.0M,940.0M,94.75,94.04,948.0M,94.04,0,0,1.0G,100.00
CR07-C-CE-RT-1-B/Vlanif3051,20/06/2015 20:10:00 UTC+06:00,5 Min,950.0M,943.0M,95.05,94.33,950.0M,94.33,0,0,1.0G,100.00
CR07-C-CE-RT-1-B/Vlanif3051,20/06/2015 20:15:00 UTC+06:00,5 Min,926.0M,919.0M,92.59,91.88,926.0M,91.88,0,0,1.0G,100.00
CR07-C-CE-RT-1-B/Vlanif3051,20/06/2015 20:20:00 UTC+06:00,5 Min,916.0M,909.0M,91.64,90.95,916.0M,90.95,0,0,1.0G,100.00
CR07-C-CE-RT-1-B/Vlanif3051,20/06/2015 20:25:00 UTC+06:00,5 Min,888.0M,882.0M,88.82,88.15,888.0M,88.15,0,0,1.0G,100.00
CR07-C-CE-RT-1-B/Vlanif3051,20/06/2015 20:30:00 UTC+06:00,5 Min,856.0M,850.0M,85.64,85.00,856.0M,85.00,0,0,1.0G,100.00
CR07-C-CE-RT-1-B/Vlanif3051,20/06/2015 20:35:00 UTC+06:00,5 Min,846.0M,840.0M,84.60,83.99,846.0M,83.99,0,0,1.0G,100.00
CR07-C-CE-RT-1-B/Vlanif3051,20/06/2015 20:40:00 UTC+06:00,5 Min,814.0M,808.0M,81.41,80.84,814.0M,80.84,0,0,1.0G,100.00
CR07-C-CE-RT-1-B/Vlanif3051,20/06/2015 20:45:00 UTC+06:00,5 Min,800.0M,795.0M,80.03,79.50,800.0M,79.50,0,0,1.0G,100.00
CR07-C-CE-RT-1-B/Vlanif3051,20/06/2015 20:50:00 UTC+06:00,5 Min,765.0M,760.0M,76.49,75.97,765.0M,75.97,0,0,1.0G,100.00
CR07-C-CE-RT-1-B/Vlanif3051,20/06/2015 20:55:00 UTC+06:00,5 Min,755.0M,750.0M,75.48,74.97,755.0M,74.97,0,0,1.0G,100.00
CR07-C-CE-RT-1-B/Vlanif3051,20/06/2015 21:00:00 UTC+06:00,5 Min,743.0M,738.0M,74.33,73.83,743.0M,73.83,0,0,1.0G,100.00
CR07-C-CE-RT-1-B/Vlanif3051,20/06/2015 21:05:00 UTC+06:00,5 Min,741.0M,736.0M,74.07,73.57,741.0M,73.57,0,0,1.0G,100.00
CR07-C-CE-RT-1-B/Vlanif3051,20/06/2015 21:10:00 UTC+06:00,5 Min,733.0M,728.0M,73.30,72.81,733.0M,72.81,0,0,1.0G,100.00
CR07-C-CE-RT-1-B/Vlanif3051,20/06/2015 21:15:00 UTC+06:00,5 Min,738.0M,734.0M,73.83,73.35,738.0M,73.35,0,0,1.0G,100.00
CR07-C-CE-RT-1-B/Vlanif3051,20/06/2015 21:20:00 UTC+06:00,5 Min,743.0M,738.0M,74.25,73.77,743.0M,73.77,0,0,1.0G,100.00
CR07-C-CE-RT-1-B/Vlanif3051,20/06/2015 21:25:00 UTC+06:00,5 Min,739.0M,734.0M,73.90,73.42,739.0M,73.42,0,0,1.0G,100.00
CR07-C-CE-RT-1-B/Vlanif3051,20/06/2015 21:30:00 UTC+06:00,5 Min,760.0M,755.0M,75.97,75.48,760.0M,75.48,0,0,1.0G,100.00
CR07-C-CE-RT-1-B/Vlanif3051,20/06/2015 21:35:00 UTC+06:00,5 Min,776.0M,771.0M,77.57,77.08,776.0M,77.08,0,0,1.0G,100.00
CR07-C-CE-RT-1-B/Vlanif3051,20/06/2015 21:40:00 UTC+06:00,5 Min,761.0M,756.0M,76.07,75.58,761.0M,75.58,0,0,1.0G,100.00
CR07-C-CE-RT-1-B/Vlanif3051,20/06/2015 21:45:00 UTC+06:00,5 Min,747.0M,742.0M,74.74,74.25,747.0M,74.25,0,0,1.0G,100.00
CR07-C-CE-RT-1-B/Vlanif3051,20/06/2015 21:50:00 UTC+06:00,5 Min,742.0M,737.0M,74.16,73.66,742.0M,73.66,0,0,1.0G,100.00
CR07-C-CE-RT-1-B/Vlanif3051,20/06/2015 21:55:00 UTC+06:00,5 Min,745.0M,740.0M,74.51,74.00,745.0M,74.00,0,0,1.0G,100.00
CR07-C-CE-RT-1-B/Vlanif3051,20/06/2015 22:00:00 UTC+06:00,5 Min,740.0M,735.0M,74.02,73.51,740.0M,73.51,0,0,1.0G,100.00
CR07-C-CE-RT-1-B/Vlanif3051,20/06/2015 22:05:00 UTC+06:00,5 Min,751.0M,746.0M,75.09,74.56,751.0M,74.56,0,0,1.0G,100.00
CR07-C-CE-RT-1-B/Vlanif3051,20/06/2015 22:10:00 UTC+06:00,5 Min,766.0M,761.0M,76.58,76.06,766.0M,76.06,0,0,1.0G,100.00
