""

"Save Time: 21/06/2015 10:23:06"
"User Name:omcuser"


" "

"Total 202 Records"

"Resource Name","Collection Time","Granularity ","Inbound Rate(bit/s)","Outbound Rate(bit/s)","Inbound Bandwidth Utilization(%)","Outbound Bandwidth Utilization(%)"
CR07_BSS_NE40E_X8_A/Eth-Trunk0,20/06/2015 12:00:00 UTC+06:00,1 Hour,1.41G,406.0M,35.27,10.16
CR07_BSS_NE40E_X8_A/Eth-Trunk0,20/06/2015 13:00:00 UTC+06:00,1 Hour,1.26G,366.0M,31.61,9.15
CR07_BSS_NE40E_X8_A/Eth-Trunk0,20/06/2015 14:00:00 UTC+06:00,1 Hour,1.4G,405.0M,35.01,10.13
CR07_BSS_NE40E_X8_A/Eth-Trunk0,20/06/2015 15:00:00 UTC+06:00,1 Hour,1.43G,415.0M,35.69,10.39
CR07_BSS_NE40E_X8_A/Eth-Trunk0,20/06/2015 16:00:00 UTC+06:00,1 Hour,1.38G,405.0M,34.46,10.14
CR07_BSS_NE40E_X8_A/Eth-Trunk0,20/06/2015 17:00:00 UTC+06:00,1 Hour,1.22G,365.0M,30.47,9.11
CR07_BSS_NE40E_X8_A/Eth-Trunk0,20/06/2015 18:00:00 UTC+06:00,1 Hour,1.18G,352.0M,29.45,8.80
CR07_BSS_NE40E_X8_A/Eth-Trunk0,20/06/2015 19:00:00 UTC+06:00,1 Hour,1.21G,401.0M,30.27,10.03
CR07_BSS_NE40E_X8_A/Eth-Trunk0,20/06/2015 20:00:00 UTC+06:00,1 Hour,1.76G,590.0M,43.89,14.74
CR07_BSS_NE40E_X8_A/Eth-Trunk0,20/06/2015 21:00:00 UTC+06:00,1 Hour,1.56G,453.0M,38.99,11.34
CR07_BSS_NE40E_X8_A/Eth-Trunk0,20/06/2015 22:00:00 UTC+06:00,1 Hour,1.7G,499.0M,42.40,12.47
CR07_BSS_NE40E_X8_A/Eth-Trunk0,20/06/2015 23:00:00 UTC+06:00,1 Hour,1.86G,455.0M,46.51,11.38
CR07_BSS_NE40E_X8_A/Eth-Trunk0,21/06/2015 00:00:00 UTC+06:00,1 Hour,1.56G,313.0M,39.05,7.82
CR07_BSS_NE40E_X8_A/Eth-Trunk0,21/06/2015 01:00:00 UTC+06:00,1 Hour,1.21G,202.0M,30.24,5.06
CR07_BSS_NE40E_X8_A/Eth-Trunk0,21/06/2015 02:00:00 UTC+06:00,1 Hour,806.0M,149.0M,20.16,3.72
CR07_BSS_NE40E_X8_A/Eth-Trunk0,21/06/2015 03:00:00 UTC+06:00,1 Hour,890.0M,211.0M,22.24,5.27
CR07_BSS_NE40E_X8_A/Eth-Trunk0,21/06/2015 04:00:00 UTC+06:00,1 Hour,940.0M,161.0M,23.50,4.04
CR07_BSS_NE40E_X8_A/Eth-Trunk0,21/06/2015 05:00:00 UTC+06:00,1 Hour,353.0M,72.0M,8.82,1.80
CR07_BSS_NE40E_X8_A/Eth-Trunk0,21/06/2015 06:00:00 UTC+06:00,1 Hour,241.0M,76.6M,6.03,1.91
CR07_BSS_NE40E_X8_A/Eth-Trunk0,21/06/2015 07:00:00 UTC+06:00,1 Hour,346.0M,109.0M,8.65,2.73
CR07_BSS_NE40E_X8_A/Eth-Trunk0,21/06/2015 08:00:00 UTC+06:00,1 Hour,603.0M,183.0M,15.08,4.57
CR07_BSS_NE40E_X8_A/Eth-Trunk0,21/06/2015 09:00:00 UTC+06:00,1 Hour,880.0M,275.0M,21.99,6.87


" "

"Total 288 Records"

"Resource Name","Collection Time","Granularity ","Inbound Rate(bit/s)","Outbound Rate(bit/s)","Inbound Bandwidth Utilization(%)","Outbound Bandwidth Utilization(%)"
CR07-C-CE-RT-1-A/Eth-Trunk5,20/06/2015 10:25:00 UTC+06:00,5 Min,786.0M,833.0M,19.64,20.83
CR07-C-CE-RT-1-A/Eth-Trunk5,20/06/2015 10:30:00 UTC+06:00,5 Min,796.0M,844.0M,19.91,21.10
CR07-C-CE-RT-1-A/Eth-Trunk5,20/06/2015 10:35:00 UTC+06:00,5 Min,808.0M,857.0M,20.21,21.43
CR07-C-CE-RT-1-A/Eth-Trunk5,20/06/2015 10:40:00 UTC+06:00,5 Min,812.0M,861.0M,20.30,21.52
CR07-C-CE-RT-1-A/Eth-Trunk5,20/06/2015 10:45:00 UTC+06:00,5 Min,820.0M,869.0M,20.49,21.73
CR07-C-CE-RT-1-A/Eth-Trunk5,20/06/2015 10:50:00 UTC+06:00,5 Min,824.0M,874.0M,20.60,21.85
CR07-C-CE-RT-1-A/Eth-Trunk5,20/06/2015 10:55:00 UTC+06:00,5 Min,834.0M,883.0M,20.85,22.07
CR07-C-CE-RT-1-A/Eth-Trunk5,20/06/2015 11:00:00 UTC+06:00,5 Min,837.0M,888.0M,20.92,22.19
CR07-C-CE-RT-1-A/Eth-Trunk5,20/06/2015 11:05:00 UTC+06:00,5 Min,844.0M,901.0M,21.10,22.53
CR07-C-CE-RT-1-A/Eth-Trunk5,20/06/2015 11:10:00 UTC+06:00,5 Min,851.0M,909.0M,21.28,22.72
CR07-C-CE-RT-1-A/Eth-Trunk5,20/06/2015 11:15:00 UTC+06:00,5 Min,856.0M,914.0M,21.41,22.85
CR07-C-CE-RT-1-A/Eth-Trunk5,20/06/2015 11:20:00 UTC+06:00,5 Min,859.0M,910.0M,21.48,22.76
CR07-C-CE-RT-1-A/Eth-Trunk5,20/06/2015 11:25:00 UTC+06:00,5 Min,852.0M,909.0M,21.30,22.72
CR07-C-CE-RT-1-A/Eth-Trunk5,20/06/2015 11:30:00 UTC+06:00,5 Min,853.0M,907.0M,21.33,22.69
CR07-C-CE-RT-1-A/Eth-Trunk5,20/06/2015 11:35:00 UTC+06:00,5 Min,850.0M,907.0M,21.25,22.67
CR07-C-CE-RT-1-A/Eth-Trunk5,20/06/2015 11:40:00 UTC+06:00,5 Min,853.0M,907.0M,21.32,22.69
CR07-C-CE-RT-1-A/Eth-Trunk5,20/06/2015 11:45:00 UTC+06:00,5 Min,852.0M,908.0M,21.31,22.69
CR07-C-CE-RT-1-A/Eth-Trunk5,20/06/2015 11:50:00 UTC+06:00,5 Min,852.0M,910.0M,21.29,22.74
CR07-C-CE-RT-1-A/Eth-Trunk5,20/06/2015 11:55:00 UTC+06:00,5 Min,850.0M,907.0M,21.26,22.69
CR07-C-CE-RT-1-A/Eth-Trunk5,20/06/2015 12:00:00 UTC+06:00,5 Min,845.0M,905.0M,21.14,22.62
CR07-C-CE-RT-1-A/Eth-Trunk5,20/06/2015 12:05:00 UTC+06:00,5 Min,847.0M,909.0M,21.17,22.72
CR07-C-CE-RT-1-A/Eth-Trunk5,20/06/2015 12:10:00 UTC+06:00,5 Min,843.0M,902.0M,21.06,22.55
CR07-C-CE-RT-1-A/Eth-Trunk5,20/06/2015 12:15:00 UTC+06:00,5 Min,847.0M,903.0M,21.18,22.57
CR07-C-CE-RT-1-A/Eth-Trunk5,20/06/2015 12:20:00 UTC+06:00,5 Min,840.0M,901.0M,21.01,22.52
CR07-C-CE-RT-1-A/Eth-Trunk5,20/06/2015 12:25:00 UTC+06:00,5 Min,831.0M,892.0M,20.78,22.29
CR07-C-CE-RT-1-A/Eth-Trunk5,20/06/2015 12:30:00 UTC+06:00,5 Min,830.0M,887.0M,20.75,22.18
CR07-C-CE-RT-1-A/Eth-Trunk5,20/06/2015 12:35:00 UTC+06:00,5 Min,815.0M,875.0M,20.38,21.88
CR07-C-CE-RT-1-A/Eth-Trunk5,20/06/2015 12:40:00 UTC+06:00,5 Min,809.0M,867.0M,20.22,21.68
CR07-C-CE-RT-1-A/Eth-Trunk5,20/06/2015 12:45:00 UTC+06:00,5 Min,801.0M,861.0M,20.03,21.53
CR07-C-CE-RT-1-A/Eth-Trunk5,20/06/2015 12:50:00 UTC+06:00,5 Min,776.0M,843.0M,19.41,21.07
CR07-C-CE-RT-1-A/Eth-Trunk5,20/06/2015 12:55:00 UTC+06:00,5 Min,753.0M,816.0M,18.82,20.40
CR07-C-CE-RT-1-A/Eth-Trunk5,20/06/2015 13:00:00 UTC+06:00,5 Min,738.0M,801.0M,18.45,20.02
CR07-C-CE-RT-1-A/Eth-Trunk5,20/06/2015 13:05:00 UTC+06:00,5 Min,707.0M,784.0M,17.67,19.59
CR07-C-CE-RT-1-A/Eth-Trunk5,20/06/2015 13:10:00 UTC+06:00,5 Min,698.0M,753.0M,17.44,18.82
CR07-C-CE-RT-1-A/Eth-Trunk5,20/06/2015 13:15:00 UTC+06:00,5 Min,674.0M,722.0M,16.84,18.06
CR07-C-CE-RT-1-A/Eth-Trunk5,20/06/2015 13:20:00 UTC+06:00,5 Min,665.0M,707.0M,16.63,17.68
CR07-C-CE-RT-1-A/Eth-Trunk5,20/06/2015 13:25:00 UTC+06:00,5 Min,666.0M,704.0M,16.64,17.61
CR07-C-CE-RT-1-A/Eth-Trunk5,20/06/2015 13:30:00 UTC+06:00,5 Min,671.0M,708.0M,16.78,17.71
CR07-C-CE-RT-1-A/Eth-Trunk5,20/06/2015 13:35:00 UTC+06:00,5 Min,675.0M,719.0M,16.88,17.97
CR07-C-CE-RT-1-A/Eth-Trunk5,20/06/2015 13:40:00 UTC+06:00,5 Min,684.0M,730.0M,17.11,18.26
CR07-C-CE-RT-1-A/Eth-Trunk5,20/06/2015 13:45:00 UTC+06:00,5 Min,704.0M,751.0M,17.60,18.77
CR07-C-CE-RT-1-A/Eth-Trunk5,20/06/2015 13:50:00 UTC+06:00,5 Min,743.0M,794.0M,18.58,19.84
CR07-C-CE-RT-1-A/Eth-Trunk5,20/06/2015 13:55:00 UTC+06:00,5 Min,762.0M,816.0M,19.06,20.39
CR07-C-CE-RT-1-A/Eth-Trunk5,20/06/2015 14:00:00 UTC+06:00,5 Min,764.0M,812.0M,19.09,20.29
CR07-C-CE-RT-1-A/Eth-Trunk5,20/06/2015 14:05:00 UTC+06:00,5 Min,769.0M,815.0M,19.23,20.38
CR07-C-CE-RT-1-A/Eth-Trunk5,20/06/2015 14:10:00 UTC+06:00,5 Min,776.0M,820.0M,19.39,20.51
CR07-C-CE-RT-1-A/Eth-Trunk5,20/06/2015 14:15:00 UTC+06:00,5 Min,776.0M,817.0M,19.40,20.43
CR07-C-CE-RT-1-A/Eth-Trunk5,20/06/2015 14:20:00 UTC+06:00,5 Min,776.0M,816.0M,19.40,20.39
CR07-C-CE-RT-1-A/Eth-Trunk5,20/06/2015 14:25:00 UTC+06:00,5 Min,774.0M,815.0M,19.35,20.37
CR07-C-CE-RT-1-A/Eth-Trunk5,20/06/2015 14:30:00 UTC+06:00,5 Min,775.0M,810.0M,19.38,20.26
CR07-C-CE-RT-1-A/Eth-Trunk5,20/06/2015 14:35:00 UTC+06:00,5 Min,781.0M,811.0M,19.53,20.27
CR07-C-CE-RT-1-A/Eth-Trunk5,20/06/2015 14:40:00 UTC+06:00,5 Min,784.0M,815.0M,19.60,20.38
CR07-C-CE-RT-1-A/Eth-Trunk5,20/06/2015 14:45:00 UTC+06:00,5 Min,787.0M,819.0M,19.68,20.47
CR07-C-CE-RT-1-A/Eth-Trunk5,20/06/2015 14:50:00 UTC+06:00,5 Min,787.0M,817.0M,19.68,20.42
CR07-C-CE-RT-1-A/Eth-Trunk5,20/06/2015 14:55:00 UTC+06:00,5 Min,786.0M,820.0M,19.65,20.51
CR07-C-CE-RT-1-A/Eth-Trunk5,20/06/2015 15:00:00 UTC+06:00,5 Min,790.0M,824.0M,19.74,20.61
CR07-C-CE-RT-1-A/Eth-Trunk5,20/06/2015 15:05:00 UTC+06:00,5 Min,792.0M,824.0M,19.80,20.61
CR07-C-CE-RT-1-A/Eth-Trunk5,20/06/2015 15:10:00 UTC+06:00,5 Min,787.0M,816.0M,19.66,20.40
CR07-C-CE-RT-1-A/Eth-Trunk5,20/06/2015 15:15:00 UTC+06:00,5 Min,788.0M,818.0M,19.69,20.45
CR07-C-CE-RT-1-A/Eth-Trunk5,20/06/2015 15:20:00 UTC+06:00,5 Min,791.0M,821.0M,19.77,20.53
CR07-C-CE-RT-1-A/Eth-Trunk5,20/06/2015 15:25:00 UTC+06:00,5 Min,791.0M,824.0M,19.77,20.59
CR07-C-CE-RT-1-A/Eth-Trunk5,20/06/2015 15:30:00 UTC+06:00,5 Min,793.0M,818.0M,19.83,20.45
CR07-C-CE-RT-1-A/Eth-Trunk5,20/06/2015 15:35:00 UTC+06:00,5 Min,793.0M,819.0M,19.83,20.47
CR07-C-CE-RT-1-A/Eth-Trunk5,20/06/2015 15:40:00 UTC+06:00,5 Min,798.0M,823.0M,19.94,20.59
CR07-C-CE-RT-1-A/Eth-Trunk5,20/06/2015 15:45:00 UTC+06:00,5 Min,798.0M,825.0M,19.94,20.62
CR07-C-CE-RT-1-A/Eth-Trunk5,20/06/2015 15:50:00 UTC+06:00,5 Min,795.0M,824.0M,19.87,20.61
CR07-C-CE-RT-1-A/Eth-Trunk5,20/06/2015 15:55:00 UTC+06:00,5 Min,795.0M,823.0M,19.88,20.58
CR07-C-CE-RT-1-A/Eth-Trunk5,20/06/2015 16:00:00 UTC+06:00,5 Min,786.0M,817.0M,19.66,20.44
CR07-C-CE-RT-1-A/Eth-Trunk5,20/06/2015 16:05:00 UTC+06:00,5 Min,779.0M,811.0M,19.49,20.27
CR07-C-CE-RT-1-A/Eth-Trunk5,20/06/2015 16:10:00 UTC+06:00,5 Min,777.0M,809.0M,19.44,20.22
CR07-C-CE-RT-1-A/Eth-Trunk5,20/06/2015 16:15:00 UTC+06:00,5 Min,767.0M,803.0M,19.17,20.08
CR07-C-CE-RT-1-A/Eth-Trunk5,20/06/2015 16:20:00 UTC+06:00,5 Min,764.0M,801.0M,19.10,20.03
CR07-C-CE-RT-1-A/Eth-Trunk5,20/06/2015 16:25:00 UTC+06:00,5 Min,762.0M,799.0M,19.04,19.96
CR07-C-CE-RT-1-A/Eth-Trunk5,20/06/2015 16:30:00 UTC+06:00,5 Min,767.0M,804.0M,19.18,20.11
CR07-C-CE-RT-1-A/Eth-Trunk5,20/06/2015 16:35:00 UTC+06:00,5 Min,768.0M,806.0M,19.19,20.14
CR07-C-CE-RT-1-A/Eth-Trunk5,20/06/2015 16:40:00 UTC+06:00,5 Min,762.0M,806.0M,19.05,20.15
CR07-C-CE-RT-1-A/Eth-Trunk5,20/06/2015 16:45:00 UTC+06:00,5 Min,772.0M,817.0M,19.30,20.43
CR07-C-CE-RT-1-A/Eth-Trunk5,20/06/2015 16:50:00 UTC+06:00,5 Min,763.0M,811.0M,19.08,20.27
CR07-C-CE-RT-1-A/Eth-Trunk5,20/06/2015 16:55:00 UTC+06:00,5 Min,753.0M,801.0M,18.82,20.02
CR07-C-CE-RT-1-A/Eth-Trunk5,20/06/2015 17:00:00 UTC+06:00,5 Min,715.0M,773.0M,17.87,19.33
CR07-C-CE-RT-1-A/Eth-Trunk5,20/06/2015 17:05:00 UTC+06:00,5 Min,638.0M,702.0M,15.95,17.55
CR07-C-CE-RT-1-A/Eth-Trunk5,20/06/2015 17:10:00 UTC+06:00,5 Min,609.0M,656.0M,15.23,16.41
CR07-C-CE-RT-1-A/Eth-Trunk5,20/06/2015 17:15:00 UTC+06:00,5 Min,579.0M,622.0M,14.47,15.54
CR07-C-CE-RT-1-A/Eth-Trunk5,20/06/2015 17:20:00 UTC+06:00,5 Min,567.0M,608.0M,14.18,15.21
CR07-C-CE-RT-1-A/Eth-Trunk5,20/06/2015 17:25:00 UTC+06:00,5 Min,579.0M,623.0M,14.48,15.59
CR07-C-CE-RT-1-A/Eth-Trunk5,20/06/2015 17:30:00 UTC+06:00,5 Min,666.0M,723.0M,16.66,18.08
CR07-C-CE-RT-1-A/Eth-Trunk5,20/06/2015 17:35:00 UTC+06:00,5 Min,742.0M,814.0M,18.54,20.34
CR07-C-CE-RT-1-A/Eth-Trunk5,20/06/2015 17:40:00 UTC+06:00,5 Min,773.0M,849.0M,19.32,21.22
CR07-C-CE-RT-1-A/Eth-Trunk5,20/06/2015 17:45:00 UTC+06:00,5 Min,795.0M,867.0M,19.88,21.67
CR07-C-CE-RT-1-A/Eth-Trunk5,20/06/2015 17:50:00 UTC+06:00,5 Min,798.0M,864.0M,19.94,21.60
CR07-C-CE-RT-1-A/Eth-Trunk5,20/06/2015 17:55:00 UTC+06:00,5 Min,793.0M,865.0M,19.83,21.62
CR07-C-CE-RT-1-A/Eth-Trunk5,20/06/2015 18:00:00 UTC+06:00,5 Min,794.0M,864.0M,19.85,21.59
CR07-C-CE-RT-1-A/Eth-Trunk5,20/06/2015 18:05:00 UTC+06:00,5 Min,800.0M,873.0M,19.99,21.83
CR07-C-CE-RT-1-A/Eth-Trunk5,20/06/2015 18:10:00 UTC+06:00,5 Min,802.0M,874.0M,20.05,21.86
CR07-C-CE-RT-1-A/Eth-Trunk5,20/06/2015 18:15:00 UTC+06:00,5 Min,799.0M,870.0M,19.97,21.75
CR07-C-CE-RT-1-A/Eth-Trunk5,20/06/2015 18:20:00 UTC+06:00,5 Min,785.0M,858.0M,19.63,21.45
CR07-C-CE-RT-1-A/Eth-Trunk5,20/06/2015 18:25:00 UTC+06:00,5 Min,764.0M,835.0M,19.09,20.87
CR07-C-CE-RT-1-A/Eth-Trunk5,20/06/2015 18:30:00 UTC+06:00,5 Min,736.0M,806.0M,18.41,20.15
CR07-C-CE-RT-1-A/Eth-Trunk5,20/06/2015 18:35:00 UTC+06:00,5 Min,691.0M,762.0M,17.28,19.06
CR07-C-CE-RT-1-A/Eth-Trunk5,20/06/2015 18:40:00 UTC+06:00,5 Min,635.0M,702.0M,15.88,17.54
CR07-C-CE-RT-1-A/Eth-Trunk5,20/06/2015 18:45:00 UTC+06:00,5 Min,553.0M,616.0M,13.83,15.39
CR07-C-CE-RT-1-A/Eth-Trunk5,20/06/2015 18:50:00 UTC+06:00,5 Min,445.0M,501.0M,11.13,12.51
CR07-C-CE-RT-1-A/Eth-Trunk5,20/06/2015 18:55:00 UTC+06:00,5 Min,252.0M,290.0M,6.29,7.26
CR07-C-CE-RT-1-A/Eth-Trunk5,20/06/2015 19:00:00 UTC+06:00,5 Min,154.0M,170.0M,3.85,4.26
CR07-C-CE-RT-1-A/Eth-Trunk5,20/06/2015 19:05:00 UTC+06:00,5 Min,195.0M,206.0M,4.88,5.14
CR07-C-CE-RT-1-A/Eth-Trunk5,20/06/2015 19:10:00 UTC+06:00,5 Min,268.0M,283.0M,6.71,7.07
CR07-C-CE-RT-1-A/Eth-Trunk5,20/06/2015 19:15:00 UTC+06:00,5 Min,383.0M,397.0M,9.57,9.92
CR07-C-CE-RT-1-A/Eth-Trunk5,20/06/2015 19:20:00 UTC+06:00,5 Min,563.0M,576.0M,14.08,14.40
CR07-C-CE-RT-1-A/Eth-Trunk5,20/06/2015 19:25:00 UTC+06:00,5 Min,843.0M,857.0M,21.07,21.42
CR07-C-CE-RT-1-A/Eth-Trunk5,20/06/2015 19:30:00 UTC+06:00,5 Min,1.12G,1.13G,27.95,28.30
CR07-C-CE-RT-1-A/Eth-Trunk5,20/06/2015 19:35:00 UTC+06:00,5 Min,1.31G,1.32G,32.69,33.11
CR07-C-CE-RT-1-A/Eth-Trunk5,20/06/2015 19:40:00 UTC+06:00,5 Min,1.44G,1.46G,35.96,36.45
CR07-C-CE-RT-1-A/Eth-Trunk5,20/06/2015 19:45:00 UTC+06:00,5 Min,1.52G,1.55G,38.05,38.64
CR07-C-CE-RT-1-A/Eth-Trunk5,20/06/2015 19:50:00 UTC+06:00,5 Min,1.57G,1.61G,39.36,40.15
CR07-C-CE-RT-1-A/Eth-Trunk5,20/06/2015 19:55:00 UTC+06:00,5 Min,1.59G,1.62G,39.63,40.43
CR07-C-CE-RT-1-A/Eth-Trunk5,20/06/2015 20:00:00 UTC+06:00,5 Min,1.59G,1.61G,39.86,40.31
CR07-C-CE-RT-1-A/Eth-Trunk5,20/06/2015 20:05:00 UTC+06:00,5 Min,1.59G,1.62G,39.79,40.45
CR07-C-CE-RT-1-A/Eth-Trunk5,20/06/2015 20:10:00 UTC+06:00,5 Min,1.58G,1.61G,39.62,40.31
CR07-C-CE-RT-1-A/Eth-Trunk5,20/06/2015 20:15:00 UTC+06:00,5 Min,1.56G,1.58G,39.10,39.62
CR07-C-CE-RT-1-A/Eth-Trunk5,20/06/2015 20:20:00 UTC+06:00,5 Min,1.52G,1.58G,37.91,39.59
CR07-C-CE-RT-1-A/Eth-Trunk5,20/06/2015 20:25:00 UTC+06:00,5 Min,1.4G,1.47G,34.99,36.68
CR07-C-CE-RT-1-A/Eth-Trunk5,20/06/2015 20:30:00 UTC+06:00,5 Min,1.36G,1.41G,33.88,35.17
CR07-C-CE-RT-1-A/Eth-Trunk5,20/06/2015 20:35:00 UTC+06:00,5 Min,1.27G,1.31G,31.68,32.86
CR07-C-CE-RT-1-A/Eth-Trunk5,20/06/2015 20:40:00 UTC+06:00,5 Min,1.17G,1.21G,29.31,30.25
CR07-C-CE-RT-1-A/Eth-Trunk5,20/06/2015 20:45:00 UTC+06:00,5 Min,1.1G,1.14G,27.62,28.60
CR07-C-CE-RT-1-A/Eth-Trunk5,20/06/2015 20:50:00 UTC+06:00,5 Min,1.05G,1.08G,26.22,27.01
CR07-C-CE-RT-1-A/Eth-Trunk5,20/06/2015 20:55:00 UTC+06:00,5 Min,1.0G,1.03G,25.02,25.74
CR07-C-CE-RT-1-A/Eth-Trunk5,20/06/2015 21:00:00 UTC+06:00,5 Min,964.0M,990.0M,24.11,24.76
CR07-C-CE-RT-1-A/Eth-Trunk5,20/06/2015 21:05:00 UTC+06:00,5 Min,939.0M,964.0M,23.47,24.11
CR07-C-CE-RT-1-A/Eth-Trunk5,20/06/2015 21:10:00 UTC+06:00,5 Min,919.0M,944.0M,22.97,23.60
CR07-C-CE-RT-1-A/Eth-Trunk5,20/06/2015 21:15:00 UTC+06:00,5 Min,908.0M,932.0M,22.71,23.30
CR07-C-CE-RT-1-A/Eth-Trunk5,20/06/2015 21:20:00 UTC+06:00,5 Min,907.0M,927.0M,22.68,23.18
CR07-C-CE-RT-1-A/Eth-Trunk5,20/06/2015 21:25:00 UTC+06:00,5 Min,908.0M,932.0M,22.70,23.29
CR07-C-CE-RT-1-A/Eth-Trunk5,20/06/2015 21:30:00 UTC+06:00,5 Min,913.0M,934.0M,22.83,23.34
CR07-C-CE-RT-1-A/Eth-Trunk5,20/06/2015 21:35:00 UTC+06:00,5 Min,921.0M,947.0M,23.02,23.67
CR07-C-CE-RT-1-A/Eth-Trunk5,20/06/2015 21:40:00 UTC+06:00,5 Min,934.0M,952.0M,23.35,23.80
CR07-C-CE-RT-1-A/Eth-Trunk5,20/06/2015 21:45:00 UTC+06:00,5 Min,942.0M,963.0M,23.55,24.08
CR07-C-CE-RT-1-A/Eth-Trunk5,20/06/2015 21:50:00 UTC+06:00,5 Min,960.0M,979.0M,24.01,24.48
CR07-C-CE-RT-1-A/Eth-Trunk5,20/06/2015 21:55:00 UTC+06:00,5 Min,968.0M,980.0M,24.19,24.51
CR07-C-CE-RT-1-A/Eth-Trunk5,20/06/2015 22:00:00 UTC+06:00,5 Min,979.0M,989.0M,24.47,24.72
CR07-C-CE-RT-1-A/Eth-Trunk5,20/06/2015 22:05:00 UTC+06:00,5 Min,998.0M,1.01G,24.94,25.18
CR07-C-CE-RT-1-A/Eth-Trunk5,20/06/2015 22:10:00 UTC+06:00,5 Min,1.02G,1.02G,25.39,25.61
CR07-C-CE-RT-1-A/Eth-Trunk5,20/06/2015 22:15:00 UTC+06:00,5 Min,1.02G,1.03G,25.59,25.80
CR07-C-CE-RT-1-A/Eth-Trunk5,20/06/2015 22:20:00 UTC+06:00,5 Min,1.03G,1.04G,25.84,26.07
CR07-C-CE-RT-1-A/Eth-Trunk5,20/06/2015 22:25:00 UTC+06:00,5 Min,1.05G,1.05G,26.14,26.37
CR07-C-CE-RT-1-A/Eth-Trunk5,20/06/2015 22:30:00 UTC+06:00,5 Min,1.03G,1.03G,25.68,25.76
CR07-C-CE-RT-1-A/Eth-Trunk5,20/06/2015 22:35:00 UTC+06:00,5 Min,1.0G,1.01G,25.07,25.17
CR07-C-CE-RT-1-A/Eth-Trunk5,20/06/2015 22:40:00 UTC+06:00,5 Min,983.0M,985.0M,24.57,24.62
CR07-C-CE-RT-1-A/Eth-Trunk5,20/06/2015 22:45:00 UTC+06:00,5 Min,961.0M,964.0M,24.02,24.10
CR07-C-CE-RT-1-A/Eth-Trunk5,20/06/2015 22:50:00 UTC+06:00,5 Min,925.0M,928.0M,23.11,23.19
CR07-C-CE-RT-1-A/Eth-Trunk5,20/06/2015 22:55:00 UTC+06:00,5 Min,891.0M,891.0M,22.26,22.26
CR07-C-CE-RT-1-A/Eth-Trunk5,20/06/2015 23:00:00 UTC+06:00,5 Min,852.0M,847.0M,21.29,21.18
CR07-C-CE-RT-1-A/Eth-Trunk5,20/06/2015 23:05:00 UTC+06:00,5 Min,807.0M,802.0M,20.17,20.05
CR07-C-CE-RT-1-A/Eth-Trunk5,20/06/2015 23:10:00 UTC+06:00,5 Min,776.0M,772.0M,19.39,19.31
CR07-C-CE-RT-1-A/Eth-Trunk5,20/06/2015 23:15:00 UTC+06:00,5 Min,739.0M,732.0M,18.47,18.30
CR07-C-CE-RT-1-A/Eth-Trunk5,20/06/2015 23:20:00 UTC+06:00,5 Min,699.0M,691.0M,17.47,17.29
CR07-C-CE-RT-1-A/Eth-Trunk5,20/06/2015 23:25:00 UTC+06:00,5 Min,660.0M,654.0M,16.49,16.35
CR07-C-CE-RT-1-A/Eth-Trunk5,20/06/2015 23:30:00 UTC+06:00,5 Min,623.0M,616.0M,15.58,15.40
CR07-C-CE-RT-1-A/Eth-Trunk5,20/06/2015 23:35:00 UTC+06:00,5 Min,591.0M,584.0M,14.77,14.59
CR07-C-CE-RT-1-A/Eth-Trunk5,20/06/2015 23:40:00 UTC+06:00,5 Min,555.0M,548.0M,13.88,13.71
CR07-C-CE-RT-1-A/Eth-Trunk5,20/06/2015 23:45:00 UTC+06:00,5 Min,523.0M,515.0M,13.08,12.88
CR07-C-CE-RT-1-A/Eth-Trunk5,20/06/2015 23:50:00 UTC+06:00,5 Min,491.0M,483.0M,12.26,12.09
CR07-C-CE-RT-1-A/Eth-Trunk5,20/06/2015 23:55:00 UTC+06:00,5 Min,463.0M,454.0M,11.56,11.34
CR07-C-CE-RT-1-A/Eth-Trunk5,21/06/2015 00:00:00 UTC+06:00,5 Min,433.0M,427.0M,10.83,10.66
CR07-C-CE-RT-1-A/Eth-Trunk5,21/06/2015 00:05:00 UTC+06:00,5 Min,427.0M,420.0M,10.67,10.51
CR07-C-CE-RT-1-A/Eth-Trunk5,21/06/2015 00:10:00 UTC+06:00,5 Min,424.0M,415.0M,10.59,10.38
CR07-C-CE-RT-1-A/Eth-Trunk5,21/06/2015 00:15:00 UTC+06:00,5 Min,410.0M,400.0M,10.25,10.01
CR07-C-CE-RT-1-A/Eth-Trunk5,21/06/2015 00:20:00 UTC+06:00,5 Min,394.0M,386.0M,9.84,9.65
CR07-C-CE-RT-1-A/Eth-Trunk5,21/06/2015 00:25:00 UTC+06:00,5 Min,375.0M,368.0M,9.36,9.19
CR07-C-CE-RT-1-A/Eth-Trunk5,21/06/2015 00:30:00 UTC+06:00,5 Min,356.0M,353.0M,8.90,8.81
CR07-C-CE-RT-1-A/Eth-Trunk5,21/06/2015 00:35:00 UTC+06:00,5 Min,341.0M,335.0M,8.52,8.38
CR07-C-CE-RT-1-A/Eth-Trunk5,21/06/2015 00:40:00 UTC+06:00,5 Min,314.0M,309.0M,7.84,7.72
CR07-C-CE-RT-1-A/Eth-Trunk5,21/06/2015 00:45:00 UTC+06:00,5 Min,291.0M,286.0M,7.27,7.15
